views,likes,set_id,iid1,iid2,iid3,iid4,iid5,iid6,iid7,iid8,color_1,color_2,color_3,color_4
73,11,205599237,11,9,46,37,62,231,0,0,white,black,blue,none
2314,165,176343720,19,17,9,43,318,62,62,0,white,black,purple,none
692,116,184315586,17,24,9,261,38,308,0,0,black,brown,gray,none
181,83,216974703,17,24,253,49,259,55,57,184,black,red,gray,green
144,22,194245282,4496,1605,48,200,227,98,0,0,white,red,none,none
1499,341,213099183,5,24,261,38,64,200,197,199,black,red,orange,yellow
8,5,213326437,4,43,318,64,61,62,281,4454,white,black,gray,none
1658,320,142501813,4,24,264,318,106,62,0,0,black,gray,none,none
373,125,215809256,4,38,60,60,64,95,41,186,black,blue,yellow,none
1250,509,214547935,4495,25,240,49,318,57,0,0,black,gray,none,none
7452,2101,171743577,18,19,27,46,37,0,0,0,black,blue,none,none
1095,151,201926823,4,46,46,38,71,93,78,0,white,black,blue,brown
46,8,203346901,104,29,49,36,64,55,184,95,white,gray,yellow,none
2371,451,207813477,4,46,37,61,65,200,0,0,black,red,yellow,none
230,41,164218392,17,25,9,261,36,55,57,194,black,brown,white,red
3172,1003,204013818,17,9,47,47,318,67,62,55,black,red,blue,none
2723,882,212376509,4,37,62,65,55,0,0,0,brown,none,none,none
1097,418,191646419,11,11,47,37,55,182,0,0,gray,orange,none,none
1558,276,212651223,5,46,38,196,202,0,0,0,black,gray,yellow,none
946,216,204169674,21,7,46,37,40,61,0,0,white,black,yellow,none
341,103,205778825,4,47,37,62,141,0,0,0,white,black,red,none
281,4,132901784,19,29,49,62,106,1967,57,76,black,blue,none,none
15,3,212623056,21,241,261,37,62,57,223,0,white,black,red,purple
190,54,216646636,11,310,49,37,61,62,55,57,black,red,blue,none
1177,648,216416972,19,11,8,42,37,55,0,0,purple,black,red,none
7090,969,214068959,19,237,261,318,55,4447,93,78,black,brown,none,none
577,54,120974207,11,29,46,65,62,1967,57,58,brown,red,blue,yellow
2965,1018,212002532,4495,29,266,38,1967,214,0,0,white,gray,none,none
1228,278,213404273,17,25,237,261,259,64,61,1967,black,white,red,yellow
155,46,206767380,200,95,223,1967,57,65,64,37,black,none,none,none
680,266,216856135,244,244,261,38,319,200,199,93,white,red,yellow,none
1341,293,198027587,297,77,4456,29,11,0,0,0,white,gray,none,none
160,11,152942414,4496,237,259,38,62,1967,197,199,brown,blue,none,none
1625,572,215234611,21,24,28,42,37,55,105,0,black,gray,none,none
20584,1059,209115033,19,28,318,64,196,196,266,0,brown,blue,gray,none
3334,159,173078634,4495,27,49,1967,197,51,0,0,blue,none,none,none
138,37,164393640,11,237,43,318,57,200,0,0,brown,black,white,red
11,7,213741393,64,38,5,43,200,186,227,0,black,orange,red,gray
1733,510,202068836,17,27,46,318,64,65,65,1967,white,black,yellow,none
103,57,215201846,55,105,105,318,19,24,9,49,gray,none,none,none
198,81,216935479,21,24,332,261,37,61,106,65,white,black,none,none
1944,332,215011893,17,24,9,261,105,38,200,0,black,white,red,blue
984,310,178613744,4495,28,261,258,55,105,0,0,black,blue,none,none
897,33,128911622,4,11,236,29,261,43,62,0,black,red,none,none
101,16,207495079,11,237,261,4428,0,0,0,0,white,black,gray,none
399,90,195419772,19,49,318,278,0,0,0,0,red,none,none,none
23,5,213138837,11,8,261,38,61,65,106,61,black,none,none,none
85,14,215620806,21,49,1967,57,1967,0,0,0,brown,red,none,none
15123,874,213075065,19,9,46,38,62,4438,77,0,white,black,blue,none
1656,486,198470144,4,4,41,37,57,190,0,0,white,blue,none,none
50,25,171294961,104,18,237,261,0,0,0,0,white,blue,gray,none
189,23,190339414,11,236,28,43,38,64,58,194,black,red,gray,none
649,86,136655126,4,46,38,65,65,1967,194,189,purple,white,red,blue
87,25,215998539,115,118,118,135,4240,144,0,0,white,red,blue,orange
149,91,216966603,19,24,27,261,36,52,0,0,black,blue,gray,yellow
29,8,205189071,3,18,49,259,65,222,0,0,white,black,green,none
1374,431,216321868,3,43,38,106,62,65,74,0,white,black,red,yellow
1268,397,214729210,11,10,57,201,204,205,213,214,white,brown,red,none
668,80,128996587,21,237,49,259,1967,316,78,0,black,brown,none,none
285,95,216501634,4495,9,41,40,67,57,93,0,black,white,red,blue
1937,917,207901560,5,261,106,319,196,200,200,199,white,red,blue,green
551,203,215195642,275,4458,4456,292,290,299,71,4267,black,none,none,none
2250,939,210123821,19,240,43,196,197,38,0,0,black,brown,none,none
1226,234,191172477,4,24,43,37,106,65,65,64,white,black,red,yellow
4022,176,120464605,11,26,9,49,39,61,1967,4472,white,black,none,none
833,123,205929493,21,9,43,62,1967,200,0,0,white,black,red,none
547,66,168772033,11,2,237,43,37,62,64,1967,white,blue,none,none
1084,221,214441309,19,240,245,266,105,25,78,0,black,brown,none,none
40,5,200309885,118,160,162,76,104,24,2,55,white,black,none,none
746,192,214977284,190,196,197,95,208,211,340,222,white,red,blue,yellow
572,54,102898975,4,261,4456,186,200,200,199,231,black,red,gray,none
2501,933,212152220,332,2,268,106,110,46,0,0,gray,none,none,none
3188,841,197177319,236,243,43,37,62,57,95,95,white,none,none,none
812,139,184717372,21,24,9,42,37,4438,949,0,white,black,blue,green
94,14,213224700,57,259,4495,240,49,0,0,0,red,none,none,none
1245,357,155356345,17,24,29,62,0,0,0,0,yellow,none,none,none
79,22,183061345,11,21,237,42,259,62,64,176,purple,red,none,none
3318,570,207832871,17,27,49,106,57,196,37,0,white,black,blue,gray
557,103,206504186,21,237,49,55,57,0,0,0,white,black,gray,purple
348,82,210393986,4495,25,318,222,47,0,0,0,white,red,orange,none
33,17,203940501,18,11,9,43,0,0,0,0,black,none,none,none
768,203,182409902,11,9,43,258,62,61,64,94,white,black,none,none
134,37,204696486,6,21,2,264,62,55,55,4244,white,black,none,none
685,145,208412745,19,332,46,318,1967,196,197,201,white,black,brown,none
259,62,216053421,19,29,251,261,36,64,106,105,black,brown,white,red
66,14,215569834,4,4,4,5,4,2,18,5,black,yellow,none,none
254,76,204175672,11,25,9,41,37,0,0,0,black,none,none,none
1896,874,216560541,4495,8,49,318,4428,182,0,0,white,black,none,none
832,130,168327351,25,29,4517,43,40,106,65,61,black,blue,none,none
217,89,216657470,11,236,28,43,38,64,57,0,gray,none,none,none
934,236,212985720,297,304,2,27,2,0,0,0,black,yellow,none,none
313,6,109232892,236,28,43,38,57,0,0,0,black,yellow,none,none
53,6,210609175,11,28,4456,182,4244,0,0,0,black,none,none,none
102,54,216674632,4,2,2,46,38,74,0,0,black,none,none,none
727,220,203971844,104,236,29,318,62,46,0,0,white,none,none,none
867,243,207509064,5,43,318,64,57,0,0,0,yellow,none,none,none
895,176,190289157,4,24,43,37,200,199,182,0,white,red,none,none
61,37,215260364,18,11,9,261,318,64,106,61,black,white,purple,yellow
96,21,214300030,25,244,244,41,41,196,199,0,white,blue,gray,none
260,19,194078667,104,241,257,49,1967,58,0,0,white,black,yellow,none
741,286,216939659,19,9,46,38,64,4267,0,0,white,red,blue,none
404,62,207303103,21,29,36,61,1967,57,261,0,black,brown,white,blue
10660,242,128428498,104,25,27,43,37,57,0,0,white,red,none,none
959,134,207471675,4,42,37,64,62,55,0,0,black,brown,yellow,none
22,3,110679103,11,29,261,106,65,1967,1967,0,white,black,blue,none
5759,471,210745923,4,261,37,62,64,0,0,0,black,brown,white,orange
2386,325,204482279,21,49,37,60,64,1967,340,0,white,brown,gray,yellow
1239,257,215867745,236,43,62,57,4,0,0,0,red,none,none,none
1211,208,195996408,18,21,240,266,37,0,0,0,white,orange,none,none
425,63,155620180,11,240,261,36,196,319,197,222,purple,black,blue,none
5677,1146,215335508,21,8,315,265,36,0,0,0,black,blue,none,none
387,107,187591334,17,236,28,43,38,62,64,197,black,brown,white,red
142,15,162370146,55,57,19,29,49,0,0,0,white,black,blue,none
1705,657,209175535,4,25,261,36,106,64,52,0,black,red,blue,yellow
16,5,216342205,21,25,28,49,67,67,62,4428,black,blue,none,none
1828,263,157478696,11,8,46,62,55,0,0,0,black,none,none,none
56,6,187890818,104,237,261,258,106,1967,57,200,white,black,red,yellow
821,63,109811636,104,25,28,46,38,62,0,0,white,black,none,none
44,16,203338168,21,25,237,49,0,0,0,0,black,none,none,none
1626,77,113777542,21,24,7,43,62,57,222,78,black,none,none,none
1522,196,165608819,4,47,318,106,64,200,200,222,black,red,blue,yellow
132,29,206458440,11,27,245,43,38,106,64,62,black,white,red,orange
843,217,209898368,4495,2,49,64,197,200,199,198,black,red,blue,gray
28,6,135119666,21,241,49,1967,95,200,227,0,red,none,none,none
119,61,216092117,198,200,318,17,236,9,46,4240,black,white,red,green
2957,749,213139301,19,25,28,42,259,106,106,0,black,red,blue,none
9,11,213630992,19,241,263,62,77,0,0,0,black,yellow,none,none
536,14,199386631,4496,104,241,48,0,0,0,0,black,none,none,none
318,92,215716977,6,24,46,38,64,106,65,65,black,red,gray,yellow
3608,1005,210422791,4,25,43,64,200,95,0,0,red,gray,none,none
125,85,216961378,18,2,47,259,196,222,0,0,black,gray,none,none
185,41,203568151,95,229,9,17,38,41,64,77,red,orange,none,none
55,13,208025955,189,197,200,74,231,37,0,0,red,none,none,none
124,171,216965181,8,43,40,201,74,316,0,0,blue,none,none,none
88,3,139287545,4495,69,29,261,62,65,106,55,white,black,gray,none
468,56,154236547,11,237,41,318,0,0,0,0,black,red,none,none
2224,396,207439061,222,222,222,222,222,222,0,0,red,none,none,none
226,22,121470260,11,237,261,106,58,1967,197,222,white,black,none,none
773,55,165901587,4,46,38,37,64,0,0,0,white,black,blue,none
149,28,198202729,261,37,62,106,64,55,1967,333,white,black,red,gray
6401,1503,204091092,104,7,41,38,62,62,57,201,black,red,gray,none
2644,528,194697769,4,25,46,38,64,0,0,0,red,gray,none,none
1282,341,212434095,19,8,49,57,187,78,0,0,black,brown,none,none
307,33,127566490,21,29,46,318,62,57,1967,197,black,none,none,none
4540,1430,190438666,17,25,9,43,36,0,0,0,white,black,none,none
41,23,216700719,25,237,49,37,64,105,4428,58,black,gray,none,none
604,234,213783106,104,24,332,261,38,64,4428,198,black,none,none,none
3905,510,184689362,11,24,9,43,62,64,53,57,white,black,green,none
1660,142,200399973,104,11,10,46,37,64,55,0,gray,black,blue,yellow
4112,446,204100673,11,9,46,38,65,64,196,95,black,red,orange,none
2274,928,216080585,46,37,62,64,57,202,196,196,white,brown,blue,orange
30553,982,120624561,17,24,9,261,318,57,200,200,white,red,none,none
44,12,209684363,4,43,265,43,0,0,0,0,black,yellow,none,none
1520,426,206706910,4495,25,237,41,0,0,0,0,black,none,none,none
1271,229,213671740,18,104,8,43,38,64,0,0,red,none,none,none
902,203,211902681,19,27,69,50,64,55,190,0,white,yellow,none,none
956,173,193640388,23,28,49,37,105,211,0,0,black,blue,gray,none
77,2,203787230,9,4517,46,37,39,105,1967,57,black,white,red,blue
612,95,216193266,19,25,237,264,36,105,55,53,purple,black,none,none
3355,615,176283955,17,26,310,261,46,37,0,0,black,gray,green,none
10307,505,165140882,5,46,37,62,106,58,0,0,purple,black,yellow,none
412,146,216794880,19,9,266,38,61,305,61,0,black,gray,brown,none
2716,697,214542264,19,9,49,38,62,4438,77,0,white,black,blue,purple
3865,1335,200717545,104,25,29,49,37,106,64,57,green,blue,gray,none
885,356,212626962,19,237,261,259,64,319,0,0,black,blue,gray,none
4326,630,193189184,27,27,2,261,259,0,0,0,blue,gray,none,none
486,76,195171708,11,104,29,261,65,55,1967,200,white,black,red,none
845,327,216498060,19,24,237,42,318,55,186,57,black,yellow,none,none
31,7,204293281,4495,29,251,49,106,1967,200,0,black,yellow,none,none
11,2,205756779,21,25,237,261,200,186,0,0,black,yellow,none,none
55,9,162003346,11,28,261,37,106,65,64,57,white,black,red,none
119,53,180591902,19,104,237,49,259,64,62,55,white,gray,yellow,none
5418,836,209286737,19,43,38,64,1967,194,4441,0,white,black,red,none
229,41,178131353,11,9,43,37,64,62,25,0,white,blue,none,none
13496,2468,189141161,4,24,43,36,64,62,222,0,white,black,blue,yellow
2366,357,216886202,21,238,46,37,190,200,0,0,white,black,blue,gray
1232,432,214067870,3,42,42,38,62,106,182,0,black,red,gray,yellow
177,44,215211356,11,236,332,41,37,64,65,196,white,black,red,gray
709,205,182284048,4,261,40,64,61,106,62,194,white,black,red,blue
605,48,117483804,17,9,41,38,0,0,0,0,black,red,none,none
77,19,204291822,4454,4458,295,305,4463,303,335,57,black,blue,none,none
262,6,149382460,4,17,4495,21,29,29,237,49,white,blue,none,none
784,191,215646921,19,25,27,41,37,4240,0,0,purple,black,none,none
12546,3488,196147387,4,43,38,201,4438,3336,177,4,white,black,red,brown
1812,26,141667699,5,241,262,64,62,55,222,0,black,white,red,blue
182,52,203858865,29,46,37,40,106,64,65,1967,white,black,red,yellow
1909,522,215187056,4,24,261,318,57,197,4441,0,black,none,none,none
309,115,215984728,17,9,62,106,64,4428,93,42,white,black,gray,none
437,158,214642851,24,27,261,318,303,0,0,0,black,gray,none,none
976,138,196053633,11,9,43,43,37,0,0,0,white,brown,orange,none
902,251,215967059,4,18,49,37,61,106,0,0,white,black,blue,gray
3829,494,215481601,19,21,49,37,61,57,237,0,white,red,blue,none
93,76,216947132,104,236,28,261,4244,0,0,0,white,none,none,none
756,168,184260047,5,18,11,8,251,261,258,62,white,green,none,none
2025,409,216947134,11,8,41,41,318,57,0,0,white,black,none,none
1770,215,164105971,4,266,37,64,106,52,0,0,white,gray,yellow,none
4391,623,195754507,104,236,27,41,318,62,197,25,black,gray,none,none
637,24,195635689,4,18,69,46,58,1967,200,0,black,white,red,yellow
1922,525,214946112,19,25,262,55,188,0,0,0,brown,green,none,none
24,9,215478175,11,25,332,43,37,62,61,106,black,red,yellow,none
172,37,206021457,4,43,37,62,106,64,0,0,black,red,yellow,none
1104,313,211258850,11,237,43,37,65,65,106,199,white,black,red,yellow
98,15,127490588,21,25,29,261,258,61,62,0,black,blue,none,none
1083,404,216381600,21,25,27,50,37,62,64,57,black,white,red,blue
44,5,171493759,11,29,49,1967,37,227,0,0,white,red,blue,none
8,2,159165208,6,46,40,65,64,200,222,186,black,red,gray,yellow
10,2,180873360,19,24,237,261,1967,199,0,0,black,green,none,none
678,87,182063928,104,8,2,47,38,0,0,0,white,red,none,none
1623,540,210824148,26,265,38,51,187,95,74,0,white,black,brown,none
991,329,212699007,11,25,29,261,37,65,57,1967,black,none,none,none
20692,555,206218062,17,17,237,43,37,57,0,0,red,blue,none,none
1120,249,200418569,11,28,46,62,93,186,220,222,blue,orange,none,none
7517,676,164211423,21,29,46,36,65,55,57,3336,white,black,blue,green
257,22,216645754,26,8,69,42,259,62,4428,0,white,brown,black,gray
204,53,213629827,19,310,261,38,62,105,55,0,gray,none,none,none
2374,350,191263269,3,25,47,37,0,0,0,0,white,none,none,none
4623,1571,207584858,4,4495,261,37,62,57,199,0,gray,none,none,none
292,145,215505750,196,191,194,200,213,74,38,104,brown,red,none,none
2114,482,214306772,4,24,43,318,200,197,0,0,black,red,none,none
219,67,216678942,115,118,116,118,4506,4507,136,0,white,brown,red,yellow
134,13,191628098,4454,278,4456,297,61,0,0,0,black,gray,none,none
5474,158,121380943,17,9,43,318,64,106,55,52,white,black,red,green
11,3,216642765,4496,4496,11,21,21,104,11,2,black,none,none,none
665,272,214611223,4,4,47,37,62,67,64,95,gray,green,none,none
293,49,166159799,21,29,43,38,4438,0,0,0,white,yellow,none,none
1229,229,216592952,19,25,237,41,64,62,57,0,black,gray,none,none
28,4,213864200,104,8,46,37,64,61,106,64,white,black,red,yellow
2050,346,192280347,17,24,237,41,36,0,0,0,white,none,none,none
4389,1216,198095091,11,2,8,46,36,57,51,93,black,gray,none,none
923,61,181338902,29,1606,2,36,62,65,106,57,white,black,gray,none
678,228,215300279,19,27,43,57,19,0,0,0,blue,none,none,none
3515,531,197034076,25,37,106,65,195,340,4,46,black,yellow,none,none
3083,359,214185225,17,24,237,261,260,0,0,0,white,gray,none,none
2064,537,194154111,278,271,271,292,299,300,71,0,black,none,none,none
402,11,110937180,104,25,237,263,318,62,64,200,black,red,blue,gray
1603,324,207503552,4,18,47,36,64,0,0,0,white,black,red,blue
190,12,174820812,104,29,49,318,106,64,0,0,white,black,blue,yellow
91,5,184958537,11,23,237,261,0,0,0,0,black,none,none,none
135,63,216735025,4,4,318,62,0,0,0,0,white,red,orange,none
1287,318,213126693,19,318,60,189,195,200,0,0,white,brown,red,blue
3018,296,125183386,11,29,69,64,1967,4428,222,0,black,red,none,none
677,282,216114328,43,38,106,64,5,0,0,0,black,white,blue,orange
705,73,178429056,4495,8,49,4438,4438,0,0,0,white,red,green,none
543,61,139805456,4,2,46,62,57,52,77,0,white,black,gray,none
872,338,216885547,15,42,36,105,95,78,0,0,orange,yellow,none,none
158,18,109630056,5,43,38,65,64,62,58,58,black,white,red,yellow
1016,81,212845869,11,25,10,264,38,62,55,53,white,red,none,none
1720,251,201353422,4452,315,41,318,57,0,0,0,white,black,none,none
446,210,216527396,19,27,49,37,60,1967,0,0,black,red,gray,yellow
862,213,196299119,4495,4495,29,46,38,0,0,0,blue,none,none,none
137,34,211887300,21,25,29,251,261,106,62,106,black,gray,none,none
129,41,165526405,6,43,38,196,194,201,223,227,white,black,red,blue
285,8,118663013,3,259,106,62,297,197,0,0,black,gray,none,none
1638,331,216260542,19,24,28,261,40,77,0,0,white,black,none,none
2057,138,110857388,11,237,46,62,222,0,0,0,black,blue,none,none
729,351,199961386,2,41,41,37,61,0,0,0,black,red,yellow,none
101,9,172870082,11,237,41,187,0,0,0,0,red,none,none,none
497,133,213245935,4244,144,4244,182,4244,4244,4244,0,white,brown,red,blue
110,12,195185356,5,43,200,199,197,0,0,0,red,green,none,none
895,372,215717402,4495,240,46,259,4512,0,0,0,white,blue,none,none
135,78,213449174,236,243,43,38,64,106,0,0,orange,none,none,none
74,8,216665175,104,29,49,37,58,57,196,200,white,brown,red,blue
43,3,105437605,5,261,106,64,58,199,95,222,white,black,brown,none
518,108,189527100,21,4495,29,40,57,4448,0,0,black,blue,gray,yellow
142,7,193309875,104,25,28,245,52,0,0,0,black,brown,yellow,none
214,6,115612642,241,49,42,64,64,1967,4454,0,black,none,none,none
50,2,135525868,21,28,265,41,55,3336,4438,182,black,none,none,none
31,4,215186872,200,222,196,74,259,3,47,64,black,red,green,yellow
1380,467,216090055,4,4,43,37,64,62,0,0,black,blue,none,none
2305,984,205501317,4,46,40,106,64,319,74,0,black,none,none,none
722,35,124458232,17,7,47,36,52,201,4254,0,white,none,none,none
9,6,196652649,11,236,8,43,38,38,62,61,purple,black,white,red
10593,1639,183955895,19,8,43,57,58,58,4463,201,black,red,gray,yellow
32,3,174415916,1605,48,55,217,220,76,0,0,black,gray,none,none
2294,272,192869283,104,8,49,38,62,55,1967,74,black,blue,none,none
181,2,110740725,19,11,11,11,17,104,25,27,black,blue,brown,gray
1802,103,146551992,6,46,36,106,62,65,185,200,black,red,yellow,none
287,147,216946425,17,26,28,43,37,64,95,4258,white,red,yellow,none
450,213,216355968,5,47,38,64,65,200,222,949,purple,red,gray,none
164,27,173948288,104,29,37,106,57,0,0,0,white,blue,none,none
160,48,208749214,2,49,258,57,136,182,4438,0,black,blue,gray,yellow
524,195,212235412,4,261,58,58,93,93,200,319,black,none,none,none
418,47,207755754,5,25,46,38,4503,0,0,0,gray,green,none,none
157,39,204590205,104,9,49,259,0,0,0,0,white,black,red,none
95,7,194832566,4,46,62,93,95,0,0,0,red,none,none,none
1116,59,116477566,104,237,43,58,0,0,0,0,brown,none,none,none
34,8,192072218,17,236,237,46,37,64,106,74,black,blue,yellow,none
285,150,216671874,19,9,43,200,36,0,0,0,black,red,none,none
4161,684,212659251,19,24,2,69,259,53,295,4438,purple,black,blue,brown
296,120,216783396,104,236,2,41,318,61,106,186,white,black,red,none
11879,3477,204417319,18,11,8,47,38,62,200,199,black,blue,none,none
